# file	id	source_text	translation
# id can be 0x... from tbl_candidates.tsv, or * to replace every matching UTF-16LE string in that file.
tbl1.pak	0x0162AC29	Tremor (Martial)	震地(武道家)
tbl1.pak	0x0162AC4F	Oozaru Beam (Martial)	大猿光束(武道家)
tbl1.pak	0x0162ACF5	Oozaru Roar (Martial)	大猿咆哮(武道家)
tbl1.pak	0x0162AD81	Monkey Rock Throw (Spiritualist)	大猿投石(气功师)
tbl1.pak	0x0162ADC7	Tremor (Spiritualist)	震地(气功师)
tbl1.pak	0x0162ADF7	Oozaru Roar (Spiritualist)	大猿咆哮(气功师)
tbl1.pak	0x0162AE31	Oozaru Beam (Spiritualist)	大猿光束(气功师)
tbl1.pak	0x016B5E19	(Martial)Moro Power Buff	(武道家)摩罗力量增益
tbl1.pak	0x016B5EB7	(Spiritualist)Moro Power Buff	(气功师)摩罗力量增益
tbl1.pak	0x016B5EF7	(Namek Warrior)Moro Power Buff	(那美克战士)摩罗力量增益
tbl1.pak	0x016B5F39	(Dragon Clan)Moro Power Buff	(那美克龙族)摩罗力量增益
tbl1.pak	0x016B5F77	(Might Majin)Moro Power Buff	(大魔人)摩罗力量增益
tbl1.pak	0x016B5FB5	(Wonder Majin)Moro Power Buff	(意魔人)摩罗力量增益
tbl1.pak	0x016B87CB	(Martial)Legendary Super Saiyan(Super)	(武道家)传说超级赛亚人(超)
tbl1.pak	0x016B884D	(Spiritualist)Legendary Super Saiyan(Super)	(气功师)传说超级赛亚人(超)
tbl1.pak	0x016B88DF	(Spiritualist)Imperator Namek	(那美克龙族)帝王那美克
tbl1.pak	0x016B891F	(Might Majin)Xeno Majin	(大魔人)异时空魔人
tbl1.pak	0x016B8953	(Wonder Majin)Xeno Majin	(意魔人)异时空魔人
tbl1.pak	0x016B8A79	(Martial) Potion Super Saiyan 1	(武道家)超级赛亚人1药水
tbl1.pak	0x016B8ABD	(Martial) Potion Super Saiyan 2	(武道家)超级赛亚人2药水
tbl1.pak	0x016B8B01	(Martial) Potion Super Saiyan 3	(武道家)超级赛亚人3药水
tbl1.pak	0x016B8B45	(Martial) Potion Super Saiyan GOD	(武道家)超级赛亚人之神药水
tbl1.pak	0x016B8B8D	(Martial) Potion Super Saiyan Blue	(武道家)超级赛亚人蓝色药水
tbl1.pak	0x016B8BD7	(Martial) Potion Super Saiyan Rose	(武道家)超级赛亚人桃红药水
# DISABLED_DUPLICATE_AFTER_SOURCE_REFRESH	tbl1.pak	0x016B8B75	(Martial) Potion Super Saiyan Legendary	(武道家)传说超级赛亚人药水
tbl1.pak	0x016B8CCB	(Martial) Potion Super Saiyan 4	(武道家)超级赛亚人4药水
tbl1.pak	*	(Spiritualist) Potion Super Saiyan 1	(气功师)超级赛亚人1药水
tbl1.pak	0x016B8DAB	(Spiritualist) Potion Super Saiyan 2	(气功师)超级赛亚人2药水
tbl1.pak	0x016B8DF9	(Spiritualist) Potion Super Saiyan 3	(气功师)超级赛亚人3药水
tbl1.pak	0x016B8E47	(Spiritualist) Potion Super Saiyan GOD	(气功师)超级赛亚人之神药水
tbl1.pak	0x016B8E99	(Spiritualist) Potion Super Saiyan BLUE	(气功师)超级赛亚人蓝色药水
tbl1.pak	0x016B8EED	(Spiritualist) Potion Super Saiyan Rose	(气功师)超级赛亚人桃红药水
# DISABLED_DUPLICATE_AFTER_SOURCE_REFRESH	tbl1.pak	0x016B8E95	(Spiritualist) Potion Super Saiyan Legendary	(气功师)传说超级赛亚人药水
tbl1.pak	0x016B8FFF	(Spiritualist) Potion Super Saiyan 4	(气功师)超级赛亚人4药水
tbl1.pak	0x016BE63D	(Martial) (7 days) Super Saiyan 1	(武道家)(7天)超级赛亚人1
tbl1.pak	0x016BE685	(Martial) (7 days) Super Saiyan 2	(武道家)(7天)超级赛亚人2
tbl1.pak	0x016BE6CD	(Martial) (7 days) Super Saiyan 3	(武道家)(7天)超级赛亚人3
tbl1.pak	0x016BE715	(Martial) (7 days) Super Saiyan GOD	(武道家)(7天)超级赛亚人之神
tbl1.pak	0x016BE761	(Martial) (7 days) Super Saiyan Blue	(武道家)(7天)超级赛亚人蓝色
tbl1.pak	0x016BE7AF	(Martial) (7 days) Super Saiyan Rose	(武道家)(7天)超级赛亚人桃红
# DISABLED_DUPLICATE_AFTER_SOURCE_REFRESH	tbl1.pak	0x016BE751	(Martial) (7 days) Super Saiyan Legendary	(武道家)(7天)传说超级赛亚人
tbl1.pak	0x016BE8AF	(Martial) (7 days) Super Saiyan 4	(武道家)(7天)超级赛亚人4
tbl1.pak	*	(Spiritualist) (7 days) Super Saiyan 1	(气功师)(7天)超级赛亚人1
tbl1.pak	0x016BE99B	(Spiritualist) (7 days) Super Saiyan 2	(气功师)(7天)超级赛亚人2
tbl1.pak	0x016BE9ED	(Spiritualist) (7 days) Super Saiyan 3	(气功师)(7天)超级赛亚人3
tbl1.pak	0x016BEA3F	(Spiritualist) (7 days) Super Saiyan GOD	(气功师)(7天)超级赛亚人之神
tbl1.pak	0x016BEA95	(Spiritualist) (7 days) Super Saiyan BLUE	(气功师)(7天)超级赛亚人蓝色
tbl1.pak	0x016BEAED	(Spiritualist) (7 days) Super Saiyan Rose	(气功师)(7天)超级赛亚人桃红
# DISABLED_DUPLICATE_AFTER_SOURCE_REFRESH	tbl1.pak	0x016BEA99	(Spiritualist) (7 days) Super Saiyan Legendary	(气功师)(7天)传说超级赛亚人
tbl1.pak	0x016BEBA5	4(Spiritualist) (7 days) Super Saiyan Legendary Super	(气功师)(7天)传说超级赛亚人(超)
tbl1.pak	0x016BEC15	(Spiritualist) (7 days) Super Saiyan 4	(气功师)(7天)超级赛亚人4
tbl0.pak	0x013BA1AD	(Warrior) Potion Great Namek	(那美克战士)巨大那美克药水
tbl0.pak	0x013BA329	(Warrior) Potion Kamiccolo	(那美克战士)卡米克洛药水
tbl0.pak	0x013BA4A5	(Warrior) Potion Dark Namek	(那美克战士)黑暗那美克药水
tbl0.pak	0x013BA621	(Warrior) Potion Great Orange	(那美克战士)巨大橙色药水
tbl0.pak	0x013BA79D	(Warrior) Potion Orange	(那美克战士)橙色药水
tbl0.pak	0x013BA919	(Warrior) Potion Muscle Orange	(那美克战士)肌肉橙色药水
tbl0.pak	0x013BAA95	(Warrior) Potion Imperator	(那美克战士)帝王药水
tbl0.pak	0x013BE771	(Warrior) Capsule Great Namek	(那美克战士)巨大那美克胶囊
tbl0.pak	0x013BE8ED	(Warrior) Capsule Kamiccolo	(那美克战士)卡米克洛胶囊
tbl0.pak	0x013BEA69	(Warrior) Capsule Dark Namek	(那美克战士)黑暗那美克胶囊
tbl0.pak	0x013BEBE5	(Warrior) Capsule Great Orange	(那美克战士)巨大橙色胶囊
tbl0.pak	0x013BED61	(Warrior) Capsule Orange	(那美克战士)橙色胶囊
tbl0.pak	0x013BEEDD	(Warrior) Capsule Muscle Orange	(那美克战士)肌肉橙色胶囊
tbl0.pak	0x013BF059	(Warrior) Capsule Imperator	(那美克战士)帝王胶囊
tbl1.pak	0x012EAEC7	Skill! Power Up (Warrior)	技能!力量提升(那美克战士)
tbl1.pak	0x012EB2DF	Skill! Guard (Warrior)	技能!防御(那美克战士)
tbl1.pak	0x012EB6BF	Skill! Dash (Warrior)	技能!冲刺(那美克战士)
tbl1.pak	0x012EBADF	Skill! Counter Attack (Warrior)	技能!反击(那美克战士)
tbl1.pak	*	Flight Skill (Warrior)	飞行技能(那美克战士)
tbl1.pak	0x016B88A9	(Warrior)Imperator Namek	(那美克战士)帝王那美克
tbl1.pak	0x016B904D	(Warrior) Potion Great Namek	(那美克战士)巨大那美克药水
tbl1.pak	0x016B908B	(Warrior) Potion Kamiccolo	(那美克战士)卡米克洛药水
tbl1.pak	0x016B90C5	(Warrior) Potion Dark Namek	(那美克战士)黑暗那美克药水
tbl1.pak	0x016B9101	(Warrior) Potion Great Orange	(那美克战士)巨大橙色药水
tbl1.pak	0x016B9141	(Warrior) Potion Orange	(那美克战士)橙色药水
tbl1.pak	0x016B9175	(Warrior) Potion Muscle Orange	(那美克战士)肌肉橙色药水
tbl1.pak	0x016B91B7	(Warrior) Potion Imperator	(那美克战士)帝王药水
tbl1.pak	0x016BEC67	(Warrior) (7 days) Great Namek	(那美克战士)(7天)巨大那美克
tbl1.pak	0x016BECA9	(Warrior) (7 days) Kamiccolo	(那美克战士)(7天)卡米克洛
tbl1.pak	0x016BECE7	(Warrior) (7 days) Dark Namek	(那美克战士)(7天)黑暗那美克
tbl1.pak	0x016BED27	(Warrior) (7 days) Great Orange	(那美克战士)(7天)巨大橙色
tbl1.pak	0x016BED6B	(Warrior) (7 days) Orange	(那美克战士)(7天)橙色
tbl1.pak	0x016BEDA3	(Warrior) (7 days) Muscle Orange	(那美克战士)(7天)肌肉橙色
tbl1.pak	0x016BEDE9	(Warrior) (7 days) Imperator	(那美克战士)(7天)帝王
tbl1.pak	0x017F1385	Solo Dungeon Support	单人副本增益
tbl1.pak	0x017F13B3	Party Dungeon Support	组队副本增益
tbl1.pak	0x01778ACA	BID-4 Dungeon Manager	BID-4副本入场管理机
tbl1.pak	0x01778BAC	BID-5 Dungeon Manager	BID-5副本入场管理机

# AUTO_BLOCK_TBL_VISIBLE_NAMES_20260604_BEGIN
tbl0.pak	0x014420B0	HM 85 SEMI 2P	人类85半套2P
tbl0.pak	0x014421B4	HM 85 FULL 3P	人类85全套3P
tbl0.pak	0x014422BA	AMEK 2P SEMI	那美克2P半套
# DISABLED_DUPLICATE_AFTER_SOURCE_REFRESH	tbl0.pak	0x01442242	AMEK 3P FULL	那美克3P全套
tbl0.pak	0x014424C2	AJIN SEMI 2P	魔人半套2P
# DISABLED_DUPLICATE_AFTER_SOURCE_REFRESH	tbl0.pak	0x0144244A	AJIN FULL 3P	魔人全套3P
tbl0.pak	0x014433FC	HM FULL 3P 90	人类全套3P90
tbl0.pak	0x01443502	AMEK 3P FULL 90	那美克3P全套90
tbl0.pak	0x01443606	AJIN FULL 3P 90	魔人全套3P90
# DISABLED_DUPLICATE_AFTER_SOURCE_REFRESH	tbl0.pak	0x0144358C	CHIP CON	芯片耐力
# DISABLED_DUPLICATE_AFTER_SOURCE_REFRESH	tbl0.pak	0x01443690	CHIP CD	芯片冷却
# DISABLED_DUPLICATE_AFTER_SOURCE_REFRESH	tbl0.pak	0x01443794	CHIP PROP	芯片属性
tbl0.pak	0x01443D20	CHIP FL PY	芯片飞行物理
tbl0.pak	0x0144402C	HM 90 SEMI 2P	人类90半套2P
tbl0.pak	0x01444130	HM 90 FULL 3P	人类90全套3P
tbl0.pak	0x01444234	MJ 90 SEMI 2P	魔人90半套2P
tbl0.pak	0x01444338	MJ 90 FULL 3P	魔人90全套3P
tbl0.pak	0x0144443C	NM 90 SEMI 2P	那美克90半套2P
tbl0.pak	0x01444540	NM 90 FULL 3P	那美克90全套3P
# DISABLED_DUPLICATE_AFTER_SOURCE_REFRESH	tbl0.pak	0x014444C8	RING FULY	戒指全套
tbl0.pak	0x01444748	EARN FULY	耳环全套
tbl0.pak	0x0144484C	EARN SEM	耳环半套
# DISABLED_DUPLICATE_AFTER_SOURCE_REFRESH	tbl0.pak	0x01444BE4	Soul Force Diference	灵魂力量差异
# DISABLED_DUPLICATE_AFTER_SOURCE_REFRESH	tbl0.pak	0x01444CE8	Soul Force Agility	灵魂力量敏捷
# DISABLED_DUPLICATE_AFTER_SOURCE_REFRESH	tbl0.pak	0x01444DEC	Soul Force Recovery	灵魂力量恢复
# DISABLED_DUPLICATE_AFTER_SOURCE_REFRESH	tbl0.pak	0x0179324C	TYPE-A	A型
# DISABLED_DUPLICATE_AFTER_SOURCE_REFRESH	tbl0.pak	0x0179630C	TYPE-B	B型
# DISABLED_DUPLICATE_AFTER_SOURCE_REFRESH	tbl0.pak	0x017993CC	TYPE-C	C型
# DISABLED_DUPLICATE_AFTER_SOURCE_REFRESH	tbl0.pak	0x017AF850	Type-A	A型
# DISABLED_DUPLICATE_AFTER_SOURCE_REFRESH	tbl0.pak	0x017AFA58	Type-C	C型
# DISABLED_DUPLICATE_AFTER_SOURCE_REFRESH	tbl0.pak	0x017B96B8	TYPE-A(P2)	A型(P2)
# DISABLED_DUPLICATE_AFTER_SOURCE_REFRESH	tbl0.pak	0x017B97BC	TYPE-A(P3)	A型(P3)
# DISABLED_DUPLICATE_AFTER_SOURCE_REFRESH	tbl0.pak	0x017BB738	TYPE-B(P2)	B型(P2)
# DISABLED_DUPLICATE_AFTER_SOURCE_REFRESH	tbl0.pak	0x017BB83C	TYPE-B(P3)	B型(P3)
# DISABLED_DUPLICATE_AFTER_SOURCE_REFRESH	tbl0.pak	0x017BD7B8	TYPE-C(P2)	C型(P2)
# DISABLED_DUPLICATE_AFTER_SOURCE_REFRESH	tbl0.pak	0x017BD8BC	TYPE-C(P3)	C型(P3)
# DISABLED_DUPLICATE_AFTER_SOURCE_REFRESH	tbl0.pak	0x017BF83C	TYPE-A (2P)	A型(2P)
# DISABLED_DUPLICATE_AFTER_SOURCE_REFRESH	tbl0.pak	0x017BF940	TYPE-B (2P)	B型(2P)
# DISABLED_DUPLICATE_AFTER_SOURCE_REFRESH	tbl0.pak	0x017BFA44	TYPE-C (2P)	C型(2P)
tbl0.pak	0x017CBBA0	Hakai Rings	破坏戒指
tbl0.pak	0x017F72D0	Red Puar Egg	红色普尔蛋
# DISABLED_DUPLICATE_AFTER_SOURCE_REFRESH	tbl0.pak	0x017F71DC	Red Puar 2	红色普尔2
# DISABLED_DUPLICATE_AFTER_SOURCE_REFRESH	tbl0.pak	0x017F7264	Red Puar 3	红色普尔3
# DISABLED_DUPLICATE_AFTER_SOURCE_REFRESH	tbl0.pak	0x017F72EC	Red Puar 4	红色普尔4
tbl0.pak	0x017F74F0	White Underwear Egg	白色内衣蛋
tbl0.pak	0x017F7578	White Underwear 2	白色内衣2
tbl0.pak	0x017F7600	White Underwear 3	白色内衣3
tbl0.pak	0x017F7688	White Underwear 4	白色内衣4
tbl0.pak	0x017F7710	Pink Underwear Egg	粉色内衣蛋
tbl0.pak	0x017F7798	Pink Underwear 2	粉色内衣2
tbl0.pak	0x017F7820	Pink Underwear 3	粉色内衣3
tbl0.pak	0x017F78A8	Pink Underwear 4	粉色内衣4
tbl0.pak	0x017F7930	Cat Pet Egg	猫宠物蛋
tbl0.pak	0x017F79B8	Cat Pet 2	猫宠物2
tbl0.pak	0x017F7A40	Cat Pet 3	猫宠物3
tbl0.pak	0x017F7AC8	Cat Pet 4	猫宠物4
tbl0.pak	0x017F7B50	Ghost Pet Egg	幽灵宠物蛋
tbl0.pak	0x017F7BD8	Ghost Pet 2	幽灵宠物2
tbl0.pak	0x017F7C60	Ghost Pet 3	幽灵宠物3
tbl0.pak	0x017F7CE8	Ghost Pet 4	幽灵宠物4
# TAIWAN_OVERLAP_DISABLED_20260608	translation_in_taiwan_item_tables	refs=table_text_all_data.rdf:3:60000800:0
# tbl0.pak	0x017F7BF4	Broly Egg	布罗利蛋
# DISABLED_DUPLICATE_AFTER_SOURCE_REFRESH	tbl0.pak	0x017F7C7C	Broly Normal Form	布罗利普通形态
# DISABLED_DUPLICATE_AFTER_SOURCE_REFRESH	tbl0.pak	0x017F7E14	Flexarot Lv1	弗莱克萨罗特Lv1
# DISABLED_DUPLICATE_AFTER_SOURCE_REFRESH	tbl0.pak	0x017F7E9C	Flexarot Lv2	弗莱克萨罗特Lv2
# DISABLED_DUPLICATE_AFTER_SOURCE_REFRESH	tbl0.pak	0x017F7F24	Flexarot Lv3	弗莱克萨罗特Lv3
# DISABLED_DUPLICATE_AFTER_SOURCE_REFRESH	tbl0.pak	0x017F7FAC	Flexarot Lv4	弗莱克萨罗特Lv4
# TAIWAN_OVERLAP_DISABLED_20260608	translation_in_taiwan_item_tables	refs=table_text_all_data.rdf:3:60000880:0
# tbl0.pak	0x017F8034	Mr Popo Pet	波波先生宠物
tbl0.pak	0x012591A1	Smile Pattern Underwear	笑脸图案内衣
tbl0.pak	0x0125990D	Red Puar 1	红色普尔1
tbl0.pak	0x0125C88D	Broly Pet Egg	布罗利宠物蛋
tbl0.pak	0x0126FEC9	LP Majin	LP魔人
tbl0.pak	0x01270045	LP Namek	LP那美克
tbl0.pak	0x012701C1	LP Human	LP人类
tbl0.pak	0x012732BD	Trumpet	号角
# TAIWAN_OVERLAP_DISABLED_20260608	same_source_translation_in_taiwan_rdf	refs=table_text_all_data.rdf:3:99199977:0
# tbl0.pak	0x0127565D	Tanjiro Hair	炭治郎发型
# TAIWAN_OVERLAP_DISABLED_20260608	same_source_translation_in_taiwan_rdf	refs=table_text_all_data.rdf:3:7000213:0
# tbl0.pak	0x012757D9	Lucy Hair	露西发型
# TAIWAN_OVERLAP_DISABLED_20260608	same_source_translation_in_taiwan_rdf	refs=table_text_all_data.rdf:3:7000214:0
# tbl0.pak	0x01275955	Erza Hair	艾露莎发型
tbl0.pak	0x01279F19	Gohan Time Chamber Hair	孙悟饭精神时光屋发型
tbl0.pak	0x0127AAF9	IS Hair	IS发型
tbl0.pak	0x0127AC75	Death Axe SK Transmog	死亡之斧SK幻化
tbl0.pak	0x0127ADF1	Two Handed Sword SK	双手剑SK
tbl0.pak	0x0127C8A9	Oozaru Martial	大猿武道家
tbl0.pak	0x0127CA25	Oozaru Spirit	大猿精神
tbl0.pak	0x0127F0BD	Hallowen Box	万圣节盒
tbl0.pak	0x012809F9	Halloween Title	万圣节称号
tbl0.pak	0x01280B75	Golden Oozaru Martial	黄金大猿武道家
tbl0.pak	0x01281165	Natal Box	圣诞盒
tbl0.pak	0x0128320D	Saiyan Tail F	赛亚人尾巴F
tbl0.pak	0x012874D9	Event Sample	活动样品
tbl0.pak	0x01287C45	BMO Backpack	BMO背包
tbl0.pak	0x012BCED1	CC Blessed Ruby 2	CC祝福红宝石2
tbl0.pak	0x012BD04D	CC Blessed Ruby 3	CC祝福红宝石3
tbl0.pak	0x012BD1C9	Fancy Intense Yellow 1	华丽浓烈黄色1
tbl0.pak	0x012BD345	Fancy Intense Yellow 2	华丽浓烈黄色2
tbl0.pak	0x012BD4C1	Fancy Intense Yellow 3	华丽浓烈黄色3
tbl0.pak	0x012BD63D	New Stone 1	新石1
tbl0.pak	0x012BD7B9	New Stone 2	新石2
tbl0.pak	0x012BD935	New Stone 3	新石3
tbl0.pak	0x012BDAB1	New Stone 4	新石4
tbl0.pak	0x012BDC2D	New Stone 5	新石5
tbl0.pak	0x012BDDA9	New Stone 6	新石6
tbl0.pak	0x012D5F99	Sky Dungeon Material 1	天空副本材料1
tbl0.pak	0x012D6115	Sky Dungeon Material 2	天空副本材料2
tbl0.pak	0x012D6291	Sky Dungeon Material 3	天空副本材料3
# TAIWAN_DEEP_OVERLAP_DISABLED_20260608	translation_any_taiwan	refs=local_data.dat:DST_HOIPOIMIX_RECIPE_FILTER_SPECIAL;local_data.dat:DST_SCOUTER_PC_VIEWER_SPECIAL
# tbl0.pak	0x01341695	Special	特殊
tbl0.pak	0x01359CE5	Halloween Wings	万圣节翅膀
tbl0.pak	0x01359E61	Fairy Wings	仙女翅膀
tbl0.pak	0x0135CDE1	Buu Costume	布欧服装
tbl0.pak	0x0135D0D9	Xeno Goku Outfit	异次元孙悟空套装
tbl0.pak	0x01361F85	Hellfire Sword	地狱火剑
tbl0.pak	0x0136DF01	GM Weapon Upgrade Stone U75	GM武器升级石U75
tbl0.pak	0x0136F545	Akeno Hat	朱乃帽子
tbl0.pak	0x0136F6C1	Sabo Hat	萨博帽子
tbl0.pak	0x0136FCB1	Whitebeard Mustache	白胡子胡子
tbl0.pak	0x01370125	Custom Hat	定制帽子
tbl0.pak	0x01371ED5	UD1 Shard	UD1碎片
tbl0.pak	0x01372051	UD2 Shard	UD2碎片
tbl0.pak	0x013721CD	UD3 Shard	UD3碎片
tbl0.pak	0x01372349	UD4 Shard	UD4碎片
tbl0.pak	0x013724C5	UD5 Shard	UD5碎片
tbl0.pak	0x01372641	UD6 Shard	UD6碎片
tbl0.pak	0x0137B63D	Liquid Fuel S4	液体燃料S4
tbl0.pak	0x0137B7B9	Liquid Fuel S5	液体燃料S5
tbl0.pak	0x0137DE51	Bardock Outfit	巴达克套装
tbl0.pak	0x0137E739	Gogeta Outfit	悟吉塔套装
