# Disabled from AUTO_BLOCK_TBL_VISIBLE_NAMES_20260604 on 2026-06-07.
# Reason: ordinary equipment template TBL patches caused blank tooltip titles in game.
# Restore only after in-game A/B testing.
tbl1.pak	0x012FCC95	Namekian Shoes	那美克星人鞋子
tbl1.pak	0x012FD0D7	Narak Chaos Top	那拉克混沌上衣
tbl1.pak	0x012FD3DB	Kid Martial Artist Suit	Kid 武道家 Suit
tbl1.pak	0x012FD4F9	Mira Soldier Pants	米拉士兵裤子
tbl1.pak	0x012FD67B	Black Diamond Top	黑色钻石上衣
tbl1.pak	0x012FD8C5	Diamond Combat Shoes	钻石战斗鞋子
tbl1.pak	0x012FDE85	Super Shoes	超级鞋子
tbl1.pak	0x012FE1C7	Combat Shoes	战斗鞋子
tbl1.pak	0x012FE2F5	Namek Combat Top	那美克战斗上衣
tbl1.pak	0x012FE3D5	Namek Combat Pants	那美克战斗裤子
tbl1.pak	0x012FE4B9	Namek Combat Shoes	那美克战斗鞋子
tbl1.pak	0x012FEAEB	Silver Shoes	银色鞋子
tbl1.pak	0x012FEF69	Fire Diamond Top	火钻石上衣
tbl1.pak	0x012FF0CF	Fire Diamond Pants	火钻石裤子
tbl1.pak	0x012FF239	Fire Diamond Shoes	火钻石鞋子
tbl1.pak	0x012FF3A3	Red Devil Top	红色魔鬼上衣
tbl1.pak	0x012FF443	Red Devil Pants	红色魔鬼裤子
tbl1.pak	0x012FF4E7	Red Devil Shoes	红色魔鬼鞋子
tbl1.pak	0x012FF959	Dark Shoes	黑暗鞋子
tbl1.pak	0x012FFDAF	Dark Magic Pants	黑暗魔法裤子
tbl1.pak	0x012FFEC5	CC Combat Top	CC战斗上衣
tbl1.pak	0x012FFFE5	CC Combat Pants	CC战斗裤子
tbl1.pak	0x01300109	CC Combat Shoes	CC战斗鞋子
tbl1.pak	0x01300847	Spiritualist Top	气功师上衣
tbl1.pak	0x013016AF	Special Lizard Skin Shoes	特殊蜥蜴皮肤鞋子
tbl1.pak	0x01301787	Earth Evil Spirit Top	大地邪恶精神上衣
tbl1.pak	0x01301F99	Tiger King Top	老虎王上衣
tbl1.pak	0x013031D1	Turtle King Top	龟王上衣
tbl1.pak	0x01303A57	Dragon Shoes	龙鞋子
tbl1.pak	0x01303EA9	Iron Devil Pants	铁魔鬼裤子
tbl1.pak	0x01304355	Dash Magic Shoes	冲刺魔法鞋子
tbl1.pak	0x0130598F	Ice Magic Shoes	冰魔法鞋子
tbl1.pak	0x0130643D	Elite Shoes	精英鞋子
tbl1.pak	0x01306725	King's Magic Top	王的魔法上衣
tbl1.pak	0x01306811	King's Magic Pants	王的魔法裤子
tbl1.pak	0x01306901	King's Magic Shoes	王的魔法鞋子
tbl1.pak	0x0130739B	Leather Magic Top	皮革魔法上衣
tbl1.pak	0x0130790F	Magic Smile Top	魔法笑脸上衣
tbl1.pak	0x01307941	Magic Smile Pants	魔法笑脸裤子
tbl1.pak	0x01307977	Magic Smile Shoes	魔法笑脸鞋子
tbl1.pak	0x01307D23	CC Master Top	CC大师上衣
tbl1.pak	0x0130AEA3	General Blue Dogi	将军蓝色时装
tbl1.pak	0x0130D6C7	Android 18 Dogi 1	人造人18时装1
tbl1.pak	0x0130D745	Android 18 Dogi 2	人造人18时装2
tbl1.pak	0x0130D7C3	Android 18 Dogi 3	人造人18时装3
tbl1.pak	0x0131EF77	Armor Upgrade Stone U11	盔甲升级石U11
tbl1.pak	0x0131F0DB	Armor Downgrade Stone U70	盔甲降级石U70
tbl1.pak	0x0133F627	Armor Upgrade Stone U6	盔甲升级石U6
tbl1.pak	0x0133F8EB	Armor Upgrade Stone U16	盔甲升级石U16
tbl1.pak	0x0133FA4F	Armor Upgrade Stone U21	盔甲升级石U21
tbl1.pak	0x0133FBB3	Armor Upgrade Stone U26	盔甲升级石U26
tbl1.pak	0x0133FD17	Armor Upgrade Stone U30	盔甲升级石U30
tbl1.pak	0x0133FE7B	Armor Upgrade Stone U34	盔甲升级石U34
tbl1.pak	0x0133FFDF	Armor Upgrade Stone U38	盔甲升级石U38
tbl1.pak	0x01340143	Armor Upgrade Stone U42	盔甲升级石U42
tbl1.pak	0x013402A7	Armor Upgrade Stone U46	盔甲升级石U46
tbl1.pak	0x0134040B	Armor Upgrade Stone U50	盔甲升级石U50
tbl1.pak	0x0134056F	Armor Upgrade Stone U53	盔甲升级石U53
tbl1.pak	0x013406D3	Armor Upgrade Stone U55	盔甲升级石U55
tbl1.pak	0x01340837	Armor Upgrade Stone U58	盔甲升级石U58
tbl1.pak	0x0134099B	Armor Upgrade Stone U60	盔甲升级石U60
tbl1.pak	0x01340AFF	Armor Upgrade Stone U65	盔甲升级石U65
tbl1.pak	0x01340C63	Armor Upgrade Stone U70	盔甲升级石U70
tbl1.pak	0x01342313	Advanced Armor Upgrade Stone U6	高级盔甲升级石U6
tbl1.pak	0x01342437	Advanced Armor Upgrade Stone U11	高级盔甲升级石U11
tbl1.pak	0x0134255F	Advanced Armor Upgrade Stone U16	高级盔甲升级石U16
tbl1.pak	0x01342687	Advanced Armor Upgrade Stone U21	高级盔甲升级石U21
tbl1.pak	0x013427AF	Advanced Armor Upgrade Stone U26	高级盔甲升级石U26
tbl1.pak	0x013428D7	Advanced Armor Upgrade Stone U30	高级盔甲升级石U30
tbl1.pak	0x013429FF	Advanced Armor Upgrade Stone U34	高级盔甲升级石U34
tbl1.pak	0x01342B27	Advanced Armor Upgrade Stone U38	高级盔甲升级石U38
tbl1.pak	0x01342C4F	Advanced Armor Upgrade Stone U42	高级盔甲升级石U42
tbl1.pak	0x01342D77	Advanced Armor Upgrade Stone U46	高级盔甲升级石U46
tbl1.pak	0x01342E9F	Advanced Armor Upgrade Stone U50	高级盔甲升级石U50
tbl1.pak	0x01342FC7	Advanced Armor Upgrade Stone U53	高级盔甲升级石U53
tbl1.pak	0x013430EF	Advanced Armor Upgrade Stone U55	高级盔甲升级石U55
tbl1.pak	0x01343217	Advanced Armor Upgrade Stone U58	高级盔甲升级石U58
tbl1.pak	0x0134333F	Advanced Armor Upgrade Stone U60	高级盔甲升级石U60
tbl1.pak	0x01343467	Advanced Armor Upgrade Stone U65	高级盔甲升级石U65
tbl1.pak	0x0134358F	Advanced Armor Upgrade Stone U70	高级盔甲升级石U70
tbl1.pak	0x01344F01	Armor Downgrade Stone U6	盔甲降级石U6
tbl1.pak	0x01345065	Armor Downgrade Stone U11	盔甲降级石U11
tbl1.pak	0x013451CD	Armor Downgrade Stone U16	盔甲降级石U16
tbl1.pak	0x01345335	Armor Downgrade Stone U21	盔甲降级石U21
tbl1.pak	0x0134549D	Armor Downgrade Stone U26	盔甲降级石U26
tbl1.pak	0x01345605	Armor Downgrade Stone U30	盔甲降级石U30
tbl1.pak	0x0134576D	Armor Downgrade Stone U34	盔甲降级石U34
tbl1.pak	0x013458D5	Armor Downgrade Stone U38	盔甲降级石U38
tbl1.pak	0x01345A3D	Armor Downgrade Stone U42	盔甲降级石U42
tbl1.pak	0x01345BA5	Armor Downgrade Stone U46	盔甲降级石U46
tbl1.pak	0x01345D0D	Armor Downgrade Stone U50	盔甲降级石U50
tbl1.pak	0x01345E75	Armor Downgrade Stone U53	盔甲降级石U53
tbl1.pak	0x01345FDD	Armor Downgrade Stone U55	盔甲降级石U55
tbl1.pak	0x01346145	Armor Downgrade Stone U58	盔甲降级石U58
tbl1.pak	0x013462AD	Armor Downgrade Stone U60	盔甲降级石U60
tbl1.pak	0x01346415	Armor Downgrade Stone U65	盔甲降级石U65
tbl1.pak	0x01346695	9 Armor Coupon	9盔甲券
tbl1.pak	0x0135C921	P Alien Gloves	P异星手套
tbl1.pak	0x0135CA3D	P Suspicious Gloves	P可疑手套
tbl1.pak	0x0135CB31	P Special A Class Gloves	P特殊A职业手套
tbl1.pak	0x0135CC4F	P Basic Dragon Gloves	P基础龙手套
tbl1.pak	0x0135D011	P Lotus Dragon Gloves	P莲花龙手套
tbl1.pak	0x0135DC19	Alien Gloves	异星手套
tbl1.pak	0x0135DD31	Suspicious Gloves	可疑手套
tbl1.pak	0x0135DE21	Special A-Class Gloves	特殊A-职业手套
tbl1.pak	0x0135DF3B	Basic Dragon Gloves	基础龙手套
tbl1.pak	0x0135E2F1	Lotus Dragon Gloves	莲花龙手套
tbl1.pak	0x0135EFDB	E Alien Gloves	E异星手套
tbl1.pak	0x0135F0F7	E Suspicious Gloves	E可疑手套
tbl1.pak	0x0135F1EB	E Special A-Class Gloves	E特殊A-职业手套
tbl1.pak	0x0135F309	E Basic Dragon Gloves	E基础龙手套
tbl1.pak	0x0135F6CB	E Lotus Dragon Gloves	E莲花龙手套
tbl1.pak	0x01368897	Light Armor	光盔甲
tbl1.pak	0x0136A8FF	Practitioner Equip (Top)	修行者装备(上衣)
tbl1.pak	0x0136AA45	Practitioner Equip (Pants)	修行者装备(裤子)
tbl1.pak	0x0136AB8F	Practitioner Equip (Shoes)	修行者装备(鞋子)
tbl1.pak	0x0136BCDB	Jade Combat Suit (Top)	翡翠战斗套装(上衣)
tbl1.pak	0x0136BDD3	Jade Combat Suit (Pants)	翡翠战斗套装(裤子)
tbl1.pak	0x0136BECF	Jade Combat Suit (Shoes)	翡翠战斗套装(鞋子)
tbl1.pak	0x0136BFCB	CC Combat Equip (Top)	CC战斗装备(上衣)
tbl1.pak	0x0136C09F	CC Combat Equip (Pants)	CC战斗装备(裤子)
tbl1.pak	0x0136C177	CC Combat Equip (Shoes)	CC战斗装备(鞋子)
tbl1.pak	0x0136C24F	Red Lizard Equip (Top)	红色蜥蜴装备(上衣)
tbl1.pak	0x0136C2FF	Red Lizard Equip (Pants)	红色蜥蜴装备(裤子)
tbl1.pak	0x0136C3B3	Red Lizard Equip (Shoes)	红色蜥蜴装备(鞋子)
tbl1.pak	0x0136C467	Classic CC Equip (Top)	经典CC装备(上衣)
tbl1.pak	0x0136C519	Classic CC Equip (Pants)	经典CC装备(裤子)
tbl1.pak	0x0136C5CF	Classic CC Equip (Shoes)	经典CC装备(鞋子)
tbl1.pak	0x0136C685	Invincible Armor (Top)	无敌盔甲(上衣)
tbl1.pak	0x0136C75B	Invincible Armor (Pants)	无敌盔甲(裤子)
tbl1.pak	0x0136C835	Invincible Armor (Shoes)	无敌盔甲(鞋子)
tbl1.pak	0x0136C90F	Swordsman Battle Equip (Top)	剑术家战斗装备(上衣)
tbl1.pak	0x0136CA03	Swordsman Battle Equip (Pants)	剑术家战斗装备(裤子)
tbl1.pak	0x0136CAFB	Swordsman Battle Equip (Shoes)	剑术家战斗装备(鞋子)
tbl1.pak	0x0136CBF3	Long Combat Equip (Top)	长战斗装备(上衣)
tbl1.pak	0x0136CCC3	Long Combat Equip (Pants)	长战斗装备(裤子)
tbl1.pak	0x0136CD97	Long Combat Equip (Shoes)	长战斗装备(鞋子)
tbl1.pak	0x0136D10D	Crystal Battle Equip (Top)	水晶战斗装备(上衣)
tbl1.pak	0x0136D20F	Crystal Battle Equip (Pants)	水晶战斗装备(裤子)
tbl1.pak	0x0136D315	Crystal Battle Equip (Shoes)	水晶战斗装备(鞋子)
tbl1.pak	0x0136DABF	Diamond Combat Suit (Top)	钻石战斗套装(上衣)
tbl1.pak	0x0136DB51	Diamond Combat Suit (Pants)	钻石战斗套装(裤子)
tbl1.pak	0x0136DBE7	Diamond Combat Suit (Shoes)	钻石战斗套装(鞋子)
tbl1.pak	0x0136DC7D	Della Army Combat Armor (Top)	德拉军战斗盔甲(上衣)
tbl1.pak	0x0136DD2D	Della Army Combat Armor (Pants)	德拉军战斗盔甲(裤子)
tbl1.pak	0x0136DDE1	Della Army Combat Armor (Shoes)	德拉军战斗盔甲(鞋子)
tbl1.pak	0x0136DF75	Magic Sword Battle Clothes (Pants)	魔法剑战斗服装(裤子)
tbl1.pak	0x0136E059	Magic Sword Battle Clothes (Shoes)	魔法剑战斗服装(鞋子)
tbl1.pak	0x0136FCF5	O!Practice Spiritualist Equip (Top)	O!Practice 气功师 Equip (Top)
tbl1.pak	0x0136FE4D	O#Practice Spiritualist Equip (Pants)	O#Practice 气功师 Equip (Pants)
tbl1.pak	0x0136FFA9	O#Practice Spiritualist Equip (Shoes)	O#Practice 气功师 Equip (Shoes)
tbl1.pak	0x01370105	O Skilled Spiritualist Equip (Top)	O Skilled 气功师 Equip (Top)
tbl1.pak	0x013701BD	O"Skilled Spiritualist Equip (Pants)	O"Skilled 气功师 Equip (Pants)
tbl1.pak	0x01370279	O"Skilled Spiritualist Equip (Shoes)	O"Skilled 气功师 Equip (Shoes)
tbl1.pak	0x01370611	Spiritualist Equip (Top)	气功师装备(上衣)
tbl1.pak	0x0137075B	Spiritualist Equip (Pants)	气功师装备(裤子)
tbl1.pak	0x013708A9	Spiritualist Equip (Shoes)	气功师装备(鞋子)
tbl1.pak	0x01370C99	Earth Spiritualist Equip (Top)	大地气功师装备(上衣)
tbl1.pak	0x01370D41	O Earth Spiritualist Equip (Pants)	O Earth 气功师 Equip (Pants)
tbl1.pak	0x01370DF1	O Earth Spiritualist Equip (Shoes)	O Earth 气功师 Equip (Shoes)
tbl1.pak	0x01371311	CC Spiritualist Equip (Top)	CC气功师装备(上衣)
tbl1.pak	0x01371417	CC Spiritualist Equip (Pants)	CC气功师装备(裤子)
tbl1.pak	0x01371521	CC Spiritualist Equip (Shoes)	CC气功师装备(鞋子)
tbl1.pak	0x0137162B	Elite Korin Equip (Top)	精英卡林装备(上衣)
tbl1.pak	0x0137170F	Elite Korin Equip (Pants)	精英卡林装备(裤子)
tbl1.pak	0x013717F7	Elite Korin Equip (Shoes)	精英卡林装备(鞋子)
tbl1.pak	0x013718DB	O#Classic CC Spiritualist Equip (Top)	O#Classic CC 气功师 Equip (Top)
tbl1.pak	0x013719EB	O%Classic CC Spiritualist Equip (Pants)	O%Classic CC 气功师 Equip (Pants)
tbl1.pak	0x01371AFF	O%Classic CC Spiritualist Equip (Shoes)	O%Classic CC 气功师 Equip (Shoes)
tbl1.pak	0x01371C17	Turtle Clothes (Top)	龟服装(上衣)
tbl1.pak	0x01371C9D	Turtle Clothes (Pants)	龟服装(裤子)
tbl1.pak	0x01371D27	Turtle Clothes (Shoes)	龟服装(鞋子)
tbl1.pak	0x01371F81	Korin Spirit Suit (Top)	卡林精神套装(上衣)
tbl1.pak	0x01372015	Korin Spirit Suit (Pants)	卡林精神套装(裤子)
tbl1.pak	0x013720AD	Korin Spirit Suit (Shoes)	卡林精神套装(鞋子)
tbl1.pak	0x01372145	Korin Spirit Clothes (Top)	卡林精神服装(上衣)
tbl1.pak	0x01372257	Korin Spirit Clothes (Pants)	卡林精神服装(裤子)
tbl1.pak	0x0137236D	Korin Spirit Clothes (Shoes)	卡林精神服装(鞋子)
tbl1.pak	0x01372481	Flame Spirit Suit (Top)	火焰精神套装(上衣)
tbl1.pak	0x0137252B	Flame Spirit Suit (Pants)	火焰精神套装(裤子)
tbl1.pak	0x013725D9	Flame Spirit Suit (Shoes)	火焰精神套装(鞋子)
tbl1.pak	0x01372AB7	Star Crane Clothes (Top)	星鹤服装(上衣)
tbl1.pak	0x01372B5D	Star Crane Clothes (Pants)	星鹤服装(裤子)
tbl1.pak	0x01372C07	Star Crane Clothes (Shoes)	星鹤服装(鞋子)
tbl1.pak	0x01372CB1	Purple Battle Suit (Top)	紫色战斗套装(上衣)
tbl1.pak	0x01372D43	Purple Battle Suit (Pants)	紫色战斗套装(裤子)
tbl1.pak	0x01372DD9	Purple Battle Suit (Shoes)	紫色战斗套装(鞋子)
tbl1.pak	0x01372E6F	Phoenix Spirit Suit (Top)	凤凰精神套装(上衣)
tbl1.pak	0x01372EF3	Phoenix Spirit Suit (Pants)	凤凰精神套装(裤子)
tbl1.pak	0x01372F7B	Phoenix Spirit Suit (Shoes)	凤凰精神套装(鞋子)
tbl1.pak	0x0137376D	Turtle Clothes Z (Top)	龟服装Z(上衣)
tbl1.pak	0x0137381D	Turtle Clothes Z (Pants)	龟服装Z(裤子)
tbl1.pak	0x013738D1	Turtle Clothes Z (Shoes)	龟服装Z(鞋子)
tbl1.pak	0x0137410B	Military Turtle Clothes (Top)	军用龟服装(上衣)
tbl1.pak	0x013741B7	Military Turtle Clothes (Pants)	军用龟服装(裤子)
tbl1.pak	0x01374267	Military Turtle Clothes (Shoes)	军用龟服装(鞋子)
tbl1.pak	0x01374317	Valkyrie Crane Clothes (Top)	女武神鹤服装(上衣)
tbl1.pak	0x013743B9	Valkyrie Crane Clothes (Pants)	女武神鹤服装(裤子)
tbl1.pak	0x0137445F	Valkyrie Crane Clothes (Shoes)	女武神鹤服装(鞋子)
tbl1.pak	0x01374505	Military Armor (Top)	军用盔甲(上衣)
tbl1.pak	0x0137459F	Military Armor (Pants)	军用盔甲(裤子)
tbl1.pak	0x0137463D	Military Armor (Shoes)	军用盔甲(鞋子)
tbl1.pak	0x013746DB	King of Dragon Gear (Top)	龙装备的王(上衣)
tbl1.pak	0x01374771	King of Dragon Gear (Pants)	龙装备的王(裤子)
tbl1.pak	0x0137480B	King of Dragon Gear (Shoes)	龙装备的王(鞋子)
tbl1.pak	0x013748A5	Ultra Turtle Clothes Z (Top)	极限龟服装Z(上衣)
tbl1.pak	0x0137499D	Ultra Turtle Clothes Z (Pants)	极限龟服装Z(裤子)
tbl1.pak	0x01374A99	Ultra Turtle Clothes Z (Shoes)	极限龟服装Z(鞋子)
tbl1.pak	0x01375379	Engineer Kit (Top)	工程师工具包(上衣)
tbl1.pak	0x013753AB	Engineer Kit (Pants)	工程师工具包(裤子)
tbl1.pak	0x013753E1	Engineer Kit (Shoes)	工程师工具包(鞋子)
tbl1.pak	0x013755BF	Work Clothes (Top)	工作服装(上衣)
tbl1.pak	0x013755F1	Work Clothes (Pants)	工作服装(裤子)
tbl1.pak	0x01375627	Work Clothes (Shoes)	工作服装(鞋子)
tbl1.pak	0x01375731	CC Engineer Kit (Top)	CC工程师工具包(上衣)
tbl1.pak	0x01375769	CC Engineer Kit (Pants)	CC工程师工具包(裤子)
tbl1.pak	0x013757A5	CC Engineer Kit (Shoes)	CC工程师工具包(鞋子)
tbl1.pak	0x01375A4B	Pilot Clothes (Top)	驾驶员服装(上衣)
tbl1.pak	0x01375A7F	Pilot Clothes (Pants)	驾驶员服装(裤子)
tbl1.pak	0x01375AB7	Pilot Clothes (Shoes)	驾驶员服装(鞋子)
tbl1.pak	0x01375AEF	Dragon Work Clothes (Top)	龙工作服装(上衣)
tbl1.pak	0x01375B2F	Dragon Work Clothes (Pants)	龙工作服装(裤子)
tbl1.pak	0x01375B73	Dragon Work Clothes (Shoes)	龙工作服装(鞋子)
tbl1.pak	0x01375C97	Flame Work Clothes (Top)	火焰工作服装(上衣)
tbl1.pak	0x01375CD5	Flame Work Clothes (Pants)	火焰工作服装(裤子)
tbl1.pak	0x01375D17	Flame Work Clothes (Shoes)	火焰工作服装(鞋子)
tbl1.pak	0x01375F01	Space Pilot Clothes (Top)	空间驾驶员服装(上衣)
tbl1.pak	0x01375F41	Space Pilot Clothes (Pants)	空间驾驶员服装(裤子)
tbl1.pak	0x01375F85	Space Pilot Clothes (Shoes)	空间驾驶员服装(鞋子)
tbl1.pak	0x0137609D	Phoenix Work Clothes (Top)	凤凰工作服装(上衣)
tbl1.pak	0x013760DF	Phoenix Work Clothes (Pants)	凤凰工作服装(裤子)
tbl1.pak	0x01376125	Phoenix Work Clothes (Shoes)	凤凰工作服装(鞋子)
tbl1.pak	0x0137616B	True Dragon Warrior Gear (Top)	真龙战士装备(上衣)
tbl1.pak	0x01376431	Della Army Pilot Clothes (Top)	德拉军驾驶员服装(上衣)
tbl1.pak	0x0137694F	Pilot Clothes Z (Top)	驾驶员服装Z(上衣)
tbl1.pak	0x01376987	Pilot Clothes Z (Pants)	驾驶员服装Z(裤子)
tbl1.pak	0x013769C3	Pilot Clothes Z (Shoes)	驾驶员服装Z(鞋子)
tbl1.pak	0x01376F5F	Special Pilot Clothes (Top)	特殊驾驶员服装(上衣)
tbl1.pak	0x01376FA3	Special Pilot Clothes (Pants)	特殊驾驶员服装(裤子)
tbl1.pak	0x01376FEB	Special Pilot Clothes (Shoes)	特殊驾驶员服装(鞋子)
tbl1.pak	0x01377385	Spirit Warrior Equip (Top)	精神战士装备(上衣)
tbl1.pak	0x01377491	Spirit Warrior Equip (Pants)	精神战士装备(裤子)
tbl1.pak	0x013775A1	Spirit Warrior Equip (Shoes)	精神战士装备(鞋子)
tbl1.pak	0x0137799B	Warrior Equip (Top)	那美克战士装备(上衣)
tbl1.pak	0x01377A8B	Warrior Equip (Pants)	那美克战士装备(裤子)
tbl1.pak	0x01377B7F	Warrior Equip (Shoes)	那美克战士装备(鞋子)
tbl1.pak	0x01377E8B	Blast Suit (Top)	爆破套装(上衣)
tbl1.pak	0x01377F07	Blast Suit (Pants)	爆破套装(裤子)
tbl1.pak	0x01377F87	Blast Suit (Shoes)	爆破套装(鞋子)
tbl1.pak	0x01378007	Magic Equip (Top)	魔法装备(上衣)
tbl1.pak	0x013780F3	Magic Equip (Pants)	魔法装备(裤子)
tbl1.pak	0x013781E3	Magic Equip (Shoes)	魔法装备(鞋子)
tbl1.pak	0x013782D3	Gale Magic Equip (Top)	疾风魔法装备(上衣)
tbl1.pak	0x01378377	Gale Magic Equip (Pants)	疾风魔法装备(裤子)
tbl1.pak	0x0137841F	Gale Magic Equip (Shoes)	疾风魔法装备(鞋子)
tbl1.pak	0x013784C7	Dark Suit (Top)	黑暗套装(上衣)
tbl1.pak	0x01378573	Dark Suit (Pants)	黑暗套装(裤子)
tbl1.pak	0x01378623	Dark Suit (Shoes)	黑暗套装(鞋子)
tbl1.pak	0x01379579	Dragon Leather Suit (Shoes)	龙皮革套装(鞋子)
tbl1.pak	0x01379CB5	Meteor Devil Combat Equip (Top)	流星魔鬼战斗装备(上衣)
tbl1.pak	0x0137A2EB	Awakening Magic Clothes  (Top)	觉醒魔法服装(上衣)
tbl1.pak	0x0137A3A7	P Awakening Magic Clothes  (Pants)	P觉醒魔法服装(裤子)
tbl1.pak	0x0137A46B	P Awakening Magic Clothes  (Shoes)	P觉醒魔法服装(鞋子)
tbl1.pak	0x0137A533	Tiamat Battle Suit (Top)	提亚马特战斗套装(上衣)
tbl1.pak	0x0137A5C5	Tiamat Battle Suit (Pants)	提亚马特战斗套装(裤子)
tbl1.pak	0x0137A65B	Tiamat Battle Suit (Shoes)	提亚马特战斗套装(鞋子)
tbl1.pak	0x0137A6F1	Tiamat Battle Clothes (Top)	提亚马特战斗服装(上衣)
tbl1.pak	0x0137A789	Tiamat Battle Clothes (Pants)	提亚马特战斗服装(裤子)
tbl1.pak	0x0137A825	Tiamat Battle Clothes (Shoes)	提亚马特战斗服装(鞋子)
tbl1.pak	0x0137A8C1	True Magic Gear (Top)	真魔法装备(上衣)
tbl1.pak	0x0137A97B	True Magic Gear (Pants)	真魔法装备(裤子)
tbl1.pak	0x0137AA39	True Magic Gear (Shoes)	真魔法装备(鞋子)
tbl1.pak	0x0137AC7F	Devil Battle Clothes (Top)	魔鬼战斗服装(上衣)
tbl1.pak	0x0137AD0B	Devil Battle Clothes (Pants)	魔鬼战斗服装(裤子)
tbl1.pak	0x0137AD9B	Devil Battle Clothes (Shoes)	魔鬼战斗服装(鞋子)
tbl1.pak	0x0137AE2B	Strong Magic Battle Gear (Top)	强力魔法战斗装备(上衣)
tbl1.pak	0x0137AF2B	P Strong Magic Battle Gear (Pants)	P强力魔法战斗装备(裤子)
tbl1.pak	0x0137B033	P Strong Magic Battle Gear (Shoes)	P强力魔法战斗装备(鞋子)
tbl1.pak	0x0137B13F	Warrior Magic Suit (Top)	那美克战士魔法套装(上衣)
tbl1.pak	0x0137B1DD	Warrior Magic Suit (Pants)	那美克战士魔法套装(裤子)
tbl1.pak	0x0137B27F	Warrior Magic Suit (Shoes)	那美克战士魔法套装(鞋子)
