file	id	source_text	translation
tbl0.pak	0x00D60192	Cancel	
tbl0.pak	0x00D623F2	OTL Cancel	
tbl0.pak	0x00D628B2	Ani 1 Cancel	
tbl0.pak	0x00D629E2	Ani 2 Cancel	
tbl0.pak	0x00D62B12	Ani 3 Cancel	
tbl0.pak	0x00D635CE	Looping	
tbl0.pak	0x00D636FE	Looping Cancel	
tbl0.pak	0x00D64D8C	Loop Cancel	
tbl0.pak	0x00D524BE	MascotRingRemoteMerchant	
tbl0.pak	0x00D5254A	NetpyRemoteMerchant	
tbl0.pak	0x00D525B6	MaterialDecompositionConstant	
tbl0.pak	0x00D5260C	MascotRingBuySellMerchant	
tbl0.pak	0x00D5269C	OverweightEffectCount	
tbl0.pak	0x00D526E2	OverweightEffect1	
tbl0.pak	0x00D5272A	OverweightEffect2	
tbl0.pak	0x00D52778	OverweightEffect3	
tbl0.pak	0x00D527C6	OverweightEffect4	
tbl0.pak	0x00D52820	OverweightEffect5	
tbl0.pak	0x00D52880	OverweightEffect6	
tbl0.pak	0x00D528E0	RevivalAfterEffectNormal	
tbl0.pak	0x00D529B0	RevivalAfterEffectNormalValue	
tbl0.pak	0x00DA9CC0	Weapon(N) 001	
tbl0.pak	0x00DA9DC0	Weapon(N) 002	
tbl0.pak	0x00DA9EC0	Weapon(N) 003	
tbl0.pak	0x00DA9FC0	Weapon(N) 004	
tbl0.pak	0x00DAA0C0	Weapon(N) 005	
tbl0.pak	0x00DAA1C0	Weapon(N) 006	
tbl0.pak	0x00DAA2C0	Weapon(N) 007	
tbl0.pak	0x00DAA3C0	Weapon(N) 008	
tbl0.pak	0x00DAA4C0	Weapon(N) 009	
tbl0.pak	0x00DAA5C0	Weapon(N) 010	
tbl0.pak	0x00DAA6C0	Weapon(N) 011	
tbl0.pak	0x00DAA7C0	Weapon(N) 012	
tbl0.pak	0x00DAA8C0	Weapon(N) 013	
tbl0.pak	0x00DAA9C0	Weapon(N) 014	
tbl0.pak	0x00DAAAC0	Weapon(N) 015	
tbl0.pak	0x00DAABC0	Weapon(N) 016	
tbl0.pak	0x00DAACC0	Weapon(N) 017	
tbl0.pak	0x00DAADC0	Weapon(N) 018	
tbl0.pak	0x00DABBC0	Armor(N) 001	
tbl0.pak	0x00DABCC0	Armor(N) 002	
tbl0.pak	0x00DABDC0	Armor(N) 003	
tbl0.pak	0x00DABEC0	Armor(N) 004	
tbl0.pak	0x00DABFC0	Armor(N) 005	
tbl0.pak	0x00DAC0C0	Armor(N) 006	
tbl0.pak	0x00DAC1C0	Armor(N) 007	
tbl0.pak	0x00DAC2C0	Armor(N) 008	
tbl0.pak	0x00DAC3C0	Armor(N) 009	
tbl0.pak	0x00DAC4C0	Armor(N) 010	
tbl0.pak	0x00DAC5C0	Armor(N) 011	
tbl0.pak	0x00DAC6C0	Armor(N) 012	
tbl0.pak	0x00DAC7C0	Armor(N) 013	
tbl0.pak	0x00DAC8C0	Armor(N) 014	
tbl0.pak	0x00DAC9C0	Armor(N) 015	
tbl0.pak	0x00DACAC0	Armor(N) 016	
tbl0.pak	0x00DACBC0	Armor(N) 017	
tbl0.pak	0x00DACCC0	Armor(N) 018	
tbl0.pak	0x00DACDC0	Armor(N) 019	
tbl0.pak	0x00DACEC0	Armor(N) 020	
tbl0.pak	0x00DACFC0	Armor(N) 021	
tbl0.pak	0x00DAD0C0	Armor(N) 022	
tbl0.pak	0x00DAD1C0	Armor(N) 023	
tbl0.pak	0x00DAD2C0	Armor(N) 024	
tbl0.pak	0x00DAD3C0	Armor(N) 025	
tbl0.pak	0x00DAD4C0	Armor(N) 026	
tbl0.pak	0x00DAD5C0	Armor(N) 027	
tbl0.pak	0x00DAD6C0	Armor(N) 028	
tbl0.pak	0x00DAD7C0	Armor(N) 029	
tbl0.pak	0x00DAD8C0	Armor(N) 030	
tbl0.pak	0x00DAD9C0	Armor(N) 031	
tbl0.pak	0x00DADAC0	Armor(N) 032	
tbl0.pak	0x00DADBC0	Armor(N) 033	
tbl0.pak	0x00DADCC0	Armor(N) 034	
tbl0.pak	0x00DADDC0	Armor(N) 035	
tbl0.pak	0x00DADEC0	Necklace 001	
tbl0.pak	0x00DADFC0	Necklace 002	
tbl0.pak	0x00DAE0C0	Necklace 003	
tbl0.pak	0x00DAE1C0	Necklace 004	
tbl0.pak	0x00DAE2C0	Necklace 005	
tbl0.pak	0x00DAE3C0	Necklace 006	
tbl0.pak	0x00DAE4C0	Necklace 007	
tbl0.pak	0x00DAE5C0	Necklace 008	
tbl0.pak	0x00DAE6C0	Necklace 009	
tbl0.pak	0x00DAE7C0	Necklace 010	
tbl0.pak	0x00DAE8C0	Necklace 011	
tbl0.pak	0x00DAE9C0	Earing 001	
tbl0.pak	0x00DAEAC0	Earing 002	
tbl0.pak	0x00DAEBC0	Earing 003	
tbl0.pak	0x00DAECC0	Earing 004	
tbl0.pak	0x00DAEDC0	Earing 005	
tbl0.pak	0x00DAEEC0	Earing 006	
tbl0.pak	0x00DAEFC0	Earing 007	
tbl0.pak	0x00DAF0C0	Earing 008	
tbl0.pak	0x00DAF1C0	Earing 009	
tbl0.pak	0x00DAF2C0	Earing 010	
tbl0.pak	0x00DAF3C0	Earing 011	
tbl0.pak	0x00DAF4C0	Earing 012	
tbl0.pak	0x00DAF5C0	Earing 013	
tbl0.pak	0x00DAF6C0	Earing 014	
tbl0.pak	0x00DB0DC0	Scouter 001	
tbl0.pak	0x00DB0EC0	Scouter 002	
tbl0.pak	0x00DB0FC0	Scouter 003	
tbl0.pak	0x00DB10C0	Scouter 004	
tbl0.pak	0x00DB11C0	Scouter 005	
tbl0.pak	0x00DB12C0	Scouter 006	
tbl0.pak	0x00DB13C0	Scouter 007	
tbl0.pak	0x00DB14C0	Scouter 008	
tbl0.pak	0x00DB15C0	ScouterChip 001	
tbl0.pak	0x00DB16C0	ScouterChip 002	
tbl0.pak	0x00DB17C0	ScouterChip 003	
tbl0.pak	0x00DB18C0	ScouterChip 004	
tbl0.pak	0x00DB19C0	ScouterChip 005	
tbl0.pak	0x00DB1AC0	ScouterChip 006	
tbl0.pak	0x00DB1BC0	ScouterChip 007	
tbl0.pak	0x00DB1CC0	ScouterChip 008	
tbl0.pak	0x00DB1DC0	ScouterChip 009	
tbl0.pak	0x00DB1EC0	ScouterChip 010	
tbl0.pak	0x00DB1FC0	ScouterChip 011	
tbl0.pak	0x00DB20C0	ScouterChip 012	
tbl0.pak	0x00DB43C0	Recover 001	
tbl0.pak	0x00DB44C0	Recover 002	
tbl0.pak	0x00DB45C0	Recover 003	
tbl0.pak	0x00DB46C0	Recover 004	
tbl0.pak	0x00DB47C0	Recover 005	
tbl0.pak	0x00DB48C0	Recover 006	
tbl0.pak	0x00DB49C0	Recover 007	
tbl0.pak	0x00DB4AC0	Recover 008	
tbl0.pak	0x00DB4BC0	Tutorial 001	
tbl0.pak	0x00DB4DC0	Unique(O) 001	
tbl0.pak	0x00DB4EC0	Unique(O) 002	
tbl0.pak	0x00DB4FC0	Unique(O) 003	
tbl0.pak	0x00DB50C0	Unique(O) 004	
tbl0.pak	0x00DB51C0	Unique(O) 005	
tbl0.pak	0x00DB52C0	Unique(O) 006	
tbl0.pak	0x00DB53C0	Unique(O) 007	
tbl0.pak	0x00DB54C0	Unique(O) 008	
tbl0.pak	0x00DB55C0	Unique(O) 009	
tbl0.pak	0x00DB56C0	Unique(O) 010	
tbl0.pak	0x00DB57C0	Unique(O) 011	
tbl0.pak	0x00DB58C0	Unique(O) 012	
tbl0.pak	0x00DB59C0	Unique(O) 013	
tbl0.pak	0x00DBC1C0	Recipe 001	
tbl0.pak	0x00DBC2C0	Recipe 002	
tbl0.pak	0x00DBC3C0	Recipe 003	
tbl0.pak	0x00DBC4C0	Recipe 004	
tbl0.pak	0x00DBC5C0	Recipe 005	
tbl0.pak	0x00DBC6C0	Recipe 006	
tbl0.pak	0x00DBC7C0	Recipe 007	
tbl0.pak	0x00DBC8C0	Recipe 008	
tbl0.pak	0x00DBC9C0	Recipe 009	
tbl0.pak	0x00DBCAC0	Recipe 010	
tbl0.pak	0x00DBCBC0	Recipe 011	
tbl0.pak	0x00DBCCC0	Recipe 012	
tbl0.pak	0x00DBCDC0	Recipe 013	
tbl0.pak	0x00DBCEC0	Recipe 014	
tbl0.pak	0x00DBCFC0	Recipe 015	
tbl0.pak	0x00DBD0C0	Recipe 016	
tbl0.pak	0x00DBD1C0	Recipe 017	
tbl0.pak	0x00DBD2C0	Recipe 018	
tbl0.pak	0x00DBD3C0	Recipe 019	
tbl0.pak	0x00DBD4C0	Recipe 020	
tbl0.pak	0x00DBD5C0	Recipe 021	
tbl0.pak	0x00DBD6C0	Recipe 022	
tbl0.pak	0x00DBD7C0	Recipe 023	
tbl0.pak	0x00DBD8C0	Recipe 024	
tbl0.pak	0x00DBD9C0	Recipe 025	
tbl0.pak	0x00DBDAC0	Recipe 026	
tbl0.pak	0x00DBDBC0	Recipe 027	
tbl0.pak	0x00DBDCC0	Recipe 028	
tbl0.pak	0x00DBDDC0	Recipe 029	
tbl0.pak	0x00DBDEC0	Recipe 030	
tbl0.pak	0x00DBDFC0	Recipe 031	
tbl0.pak	0x00DBE0C0	Recipe 032	
tbl0.pak	0x00DBE1C0	Recipe 033	
tbl0.pak	0x00DBE2C0	Recipe 034	
tbl0.pak	0x00DBE3C0	Recipe 035	
tbl0.pak	0x00DBE4C0	Recipe 036	
tbl0.pak	0x00DBE5C0	Material 001	
tbl0.pak	0x00DBE6C0	Material 002	
tbl0.pak	0x00DBE7C0	Material 003	
tbl0.pak	0x00DBE8C0	Material 004	
tbl0.pak	0x00DBE9C0	Material 005	
tbl0.pak	0x00DBEAC0	Material 006	
tbl0.pak	0x00DBEBC0	Nest Egg 001	
tbl0.pak	0x00DBECC2	KD1 Material 001	
tbl0.pak	0x00DBEDC2	KD1 Material 002	
tbl0.pak	0x00DBEEC2	KD1 Material 003	
tbl0.pak	0x00DBEFC2	KD1 Material 004	
tbl0.pak	0x00DBF0C2	KD1 Coin 001	
tbl0.pak	0x00DBF1C2	KD1 Coin 002	
tbl0.pak	0x00DBF2C2	KD1 Coin 003	
tbl0.pak	0x00DBF9C0	Dogi Capsule	
tbl0.pak	0x00DBFBC0	Armor(N) 037	
tbl0.pak	0x00DBFCC0	Armor(N) 038	
tbl0.pak	0x00DBFDC0	Armor(N) 039	
tbl0.pak	0x00DBFEC6	85FreeLegendaryArmor	
tbl0.pak	0x00DBFFC0	Upgrade Stones	
tbl0.pak	0x00DC00C6	85FreeRareArmor	
tbl0.pak	0x00DC01C6	85FreeSuperiorArmor	
tbl0.pak	0x00DC02C6	85FreeLegendaryPants	
tbl0.pak	0x00DC03C6	85FreeRarePants	
tbl0.pak	0x00DC04C6	85FreeSuperiorPants	
tbl0.pak	0x00DC05C6	85FreeLegendaryBoots	
tbl0.pak	0x00DC06C6	85FreeRareBoots	
tbl0.pak	0x00DC07C6	85FreeSuperiorBoots	
tbl0.pak	0x014420B0	HM 85 SEMI 2P	
tbl0.pak	0x014421B4	HM 85 FULL 3P	
tbl0.pak	0x014422BA	AMEK 2P SEMI	
tbl0.pak	0x014423BE	AMEK 3P FULL	
tbl0.pak	0x014424C2	AJIN SEMI 2P	
tbl0.pak	0x014425C6	AJIN FULL 3P	
tbl0.pak	0x014433FC	HM FULL 3P 90	
tbl0.pak	0x01443502	AMEK 3P FULL 90	
tbl0.pak	0x01443606	AJIN FULL 3P 90	
tbl0.pak	0x01443708	CHIP CON	
tbl0.pak	0x0144380C	CHIP CD	
tbl0.pak	0x01443910	CHIP PROP	
tbl0.pak	0x01443D20	CHIP FL PY	
tbl0.pak	0x0144402C	HM 90 SEMI 2P	
tbl0.pak	0x01444130	HM 90 FULL 3P	
tbl0.pak	0x01444234	MJ 90 SEMI 2P	
tbl0.pak	0x01444338	MJ 90 FULL 3P	
tbl0.pak	0x0144443C	NM 90 SEMI 2P	
tbl0.pak	0x01444540	NM 90 FULL 3P	
tbl0.pak	0x01444644	RING FULY	
tbl0.pak	0x01444748	EARN FULY	
tbl0.pak	0x0144484C	EARN SEM	
tbl0.pak	0x01444B58	Soul Force Py	
tbl0.pak	0x01444C5C	Soul Force EG	
tbl0.pak	0x01444D60	Soul Force Diference	
tbl0.pak	0x01444E64	Soul Force Agility	
tbl0.pak	0x01444F68	Soul Force Recovery	
tbl0.pak	0x01445580	Soul Force Py2	
tbl0.pak	0x01445684	Soul Force EG2	
tbl0.pak	0x01445788	Soul Force Diference2	
tbl0.pak	0x0144588C	Soul Force Agility2	
tbl0.pak	0x01445990	Soul Force Recovery2	
tbl0.pak	0x0163B614	P Pa003	
tbl0.pak	0x0163CF78	E Pa003	
tbl0.pak	0x0163FB24	E Pa004	
tbl0.pak	0x017933C8	TYPE-A	
tbl0.pak	0x01796488	TYPE-B	
tbl0.pak	0x01799548	TYPE-C	
tbl0.pak	0x017AF9CC	Type-A	
tbl0.pak	0x017AFBD4	Type-C	
tbl0.pak	0x017B9834	TYPE-A(P2)	
tbl0.pak	0x017B9938	TYPE-A(P3)	
tbl0.pak	0x017BB8B4	TYPE-B(P2)	
tbl0.pak	0x017BB9B8	TYPE-B(P3)	
tbl0.pak	0x017BD934	TYPE-C(P2)	
tbl0.pak	0x017BDA38	TYPE-C(P3)	
tbl0.pak	0x017BF9B8	TYPE-A (2P)	
tbl0.pak	0x017BFABC	TYPE-B (2P)	
tbl0.pak	0x017BFBC0	TYPE-C (2P)	
tbl0.pak	0x017C562E	TYPE-BB (2P)	
tbl0.pak	0x017CB894	EARN3V2	
tbl0.pak	0x017CBA9C	CooldownredSetDarkCombo	
tbl0.pak	0x017CBBA0	Hakai Rings	
tbl0.pak	0x017CBCA4	EarNeckHakai	
tbl0.pak	0x017CBDA8	Soul Force Py3	
tbl0.pak	0x017CBEAC	Soul Force EG3	
tbl0.pak	0x017CBFB0	Soul Force Diference3	
tbl0.pak	0x017CC0B4	Soul Force Agility3	
tbl0.pak	0x017CC1B8	Soul Force Recovery3	
tbl0.pak	0x017CC2BC	Soul Force Py4	
tbl0.pak	0x017CC3C0	Soul Force EG4	
tbl0.pak	0x017CC4C4	Soul Force Diference4	
tbl0.pak	0x017CC5C8	Soul Force Agility4	
tbl0.pak	0x017CC6CC	Soul Force Recovery4	
tbl0.pak	0x017F6E08	Yellow Poo Egg	
tbl0.pak	0x017F6E90	Yellow Poo 2	
tbl0.pak	0x017F6F18	Yellow Poo 3	
tbl0.pak	0x017F6FA0	Yellow Poo 4	
tbl0.pak	0x017F70B0	Pink Poo Egg	
tbl0.pak	0x017F7138	Pink Poo 2	
tbl0.pak	0x017F71C0	Pink Poo 3	
tbl0.pak	0x017F7248	Pink Poo 4	
tbl0.pak	0x017F72D0	Red Puar Egg	
tbl0.pak	0x017F7358	Red Puar 2	
tbl0.pak	0x017F73E0	Red Puar 3	
tbl0.pak	0x017F7468	Red Puar 4	
tbl0.pak	0x017F74F0	White Underwear Egg	
tbl0.pak	0x017F7578	White Underwear 2	
tbl0.pak	0x017F7600	White Underwear 3	
tbl0.pak	0x017F7688	White Underwear 4	
tbl0.pak	0x017F7710	Pink Underwear Egg	
tbl0.pak	0x017F7798	Pink Underwear 2	
tbl0.pak	0x017F7820	Pink Underwear 3	
tbl0.pak	0x017F78A8	Pink Underwear 4	
tbl0.pak	0x017F7930	Cat Pet Egg	
tbl0.pak	0x017F79B8	Cat Pet 2	
tbl0.pak	0x017F7A40	Cat Pet 3	
tbl0.pak	0x017F7AC8	Cat Pet 4	
tbl0.pak	0x017F7B50	Ghost Pet Egg	
tbl0.pak	0x017F7BD8	Ghost Pet 2	
tbl0.pak	0x017F7C60	Ghost Pet 3	
tbl0.pak	0x017F7CE8	Ghost Pet 4	
tbl0.pak	0x017F7D70	Broly Egg	
tbl0.pak	0x017F7DF8	Broly Normal Form	
tbl0.pak	0x017F7F90	Flexarot Lv1	
tbl0.pak	0x017F8018	Flexarot Lv2	
tbl0.pak	0x017F80A0	Flexarot Lv3	
tbl0.pak	0x017F8128	Flexarot Lv4	
tbl0.pak	0x017F81B0	Mr Popo Pet	
tbl0.pak	0x00CF37B5	Caliban El Fantasma Blanco	
tbl0.pak	0x00CF43ED	Caliban El Fantasma Azul	
tbl0.pak	0x00CF5025	Caliban El Fantasma Rojo	
tbl0.pak	0x00CF5C5D	Caliban El Fantasma Verde	
tbl0.pak	0x00CF6895	Caliban El Fantasma Violeta	
tbl0.pak	0x00CFB1E5	Morado	
tbl0.pak	0x00CFBE1D	UltraEgo	
tbl0.pak	0x00CFCA55	LegendarySaiyane	
tbl0.pak	0x00CFD68D	EvilAura	
tbl0.pak	0x00CFE2C5	Donaterszero	
tbl0.pak	0x00D0076D	SuperNamek	
tbl0.pak	0x00D01FDD	AuraRose	
tbl0.pak	0x00D0384D	AuraUltraInstint	
tbl0.pak	0x00D1E3F5	BudokaiTitle2	
tbl0.pak	0x00D282CD	Godofdestructionawk	
tbl0.pak	0x00D28F05	Firestormawk	
tbl0.pak	0x00D29B3D	Lightningstormawk	
tbl0.pak	0x00D2A775	Venonstormawk	
tbl0.pak	0x00D2AFAB	Bip01 Head	
tbl0.pak	0x00D2FCFD	HpyHallowen	
tbl0.pak	0x00D30935	Xmasevent	
tbl0.pak	0x00D49035	Imperator	
tbl0.pak	0x00D49C6D	BurningRenegade	
tbl0.pak	0x00D4A8A5	AzureRenegade	
tbl0.pak	0x00D4C115	NewFounderZero	
tbl0.pak	0x00D4CD4D	NewFounderZero2	
tbl0.pak	0x00D5401D	CompanionGoku	
tbl0.pak	0x00D54089	CompanionVegeta	
tbl0.pak	0x00D9CE23	Event Drop	
tbl0.pak	0x00D9DF7F	Krillin Founder Pack	
tbl0.pak	0x00D9DFFB	Goku Founder Pack	
tbl0.pak	0x00D9E077	Super Saiyan Founder Pack	
tbl0.pak	0x00D9E0F3	EXP Event Box	
tbl0.pak	0x00D9E457	VIP Package	
tbl0.pak	0x00D9E4D3	Newbie Package	
tbl0.pak	0x00D9E54F	Founder Package	
tbl0.pak	0x00D9E5CB	Anniversary Package	
tbl0.pak	0x00D9E647	Super Package	
tbl0.pak	0x00D9F4AD	Adult Solo	
tbl0.pak	0x00D9F6BD	Kid Solo	
tbl0.pak	0x00D9F8CD	Adult Team	
tbl0.pak	0x00D9FADD	Kid Team	
tbl0.pak	0x00D9FCED	Db Hunt	
tbl0.pak	0x00D9FEFD	Scramble	
tbl0.pak	0x00DA010D	Exp Event	
tbl0.pak	0x00DA031D	Fairy Event	
tbl0.pak	0x00DA052D	Honey Bee	
tbl0.pak	0x00DA073D	Power Event	
tbl0.pak	0x00DCBDE1	Krillin Founder Title	
tbl0.pak	0x00DCBF5D	Goku Founder Title	
tbl0.pak	0x00DCC0D9	Super Saiyan Founder Title	
tbl0.pak	0x00DCD71D	Season 1 Claw	
tbl0.pak	0x00DCD899	Season 1 Axe	
tbl0.pak	0x00DCDB91	Season 1 Gem	
tbl0.pak	0x00DCDD0D	Season 1 Stick	
tbl0.pak	0x00DCDE89	Season 1 Sword	
tbl0.pak	0x00DCE005	Season 1 Wand	
tbl0.pak	0x00DCE181	Season 1 Fan	
tbl0.pak	0x00DCE2FD	Season 1 Trumpet	
tbl0.pak	0x00DCE479	Season 1 Cub	
tbl0.pak	0x00DCE5F5	Season 1 Drums	
tbl0.pak	0x00DCE771	Season 1 Mask	
tbl0.pak	0x00DCEA69	Piccolo Mascote	
tbl0.pak	0x00DCEBE5	Freeza Mascote	
tbl0.pak	0x00DCED61	HuntCompleteCoin 1	
tbl0.pak	0x00DCEEDD	HuntCompleteCoin 2	
tbl0.pak	0x00DCF059	HuntCompleteCoin 3	
tbl0.pak	0x00DD1101	Nappa Normal Block	
tbl0.pak	0x00DD16F3	KD Para Tolerance	
tbl0.pak	0x00DD186F	KD Fear Tolerance	
tbl0.pak	0x00DD19EB	KD Confuse Tolerance	
tbl0.pak	0x00DD1B67	KD Stone Tolerance	
tbl0.pak	0x00DD1CE3	KD Candy Tolerance	
tbl0.pak	0x00DD1E5F	KD Pralayze	
tbl0.pak	0x00DD1FDB	KD Fear	
tbl0.pak	0x00DD2157	KD Confuse	
tbl0.pak	0x00DD22D3	KD Stone	
tbl0.pak	0x00DD244F	KD Candy	
tbl0.pak	0x00DD25CB	KD Bleed	
tbl0.pak	0x00DD2747	KD Poison	
tbl0.pak	0x00DD28C3	KD Stomache	
tbl0.pak	0x00DD2EB1	Popo Box	
tbl0.pak	0x00DD302F	KD Scouter Frag	
tbl0.pak	0x00DD3325	NEW HAIR	
tbl0.pak	0x00DD3C11	UNKS XENO	
tbl0.pak	0x00DD44F5	NEW HAIR S	
tbl0.pak	0x00DD4DDD	Goku Hair	
tbl0.pak	0x00DD59BD	Swift Hair	
tbl0.pak	0x00DD5FAD	Future Gohan	
tbl0.pak	0x00DD7475	Santa Coin	
tbl0.pak	0x00DD75F1	Shenron Coin	
tbl0.pak	0x00DD7ED9	Red Devil Wings	
tbl0.pak	0x00DD8055	Red Devil Horns	
tbl0.pak	0x00DD81D1	Red Devil Outfit	
tbl0.pak	0x00DD834D	Black Devil Horns	
tbl0.pak	0x00DD84C9	Black Devil Outfit	
tbl0.pak	0x00DD8645	Mini Devil Wings	
tbl0.pak	0x00DD87C1	Mini Black Devil Wings	
tbl0.pak	0x00DD893D	Mini Red Devil Wings	
tbl0.pak	0x00DD8AB9	Maverick Hunter X Helmet	
tbl0.pak	0x00DD8C35	Maverick Hunter X Armor	
tbl0.pak	0x00DD8DB1	Maverick Hunter Z-2 Helmet	
tbl0.pak	0x00DD8F2D	Maverick Hunter Z-2 Armor	
tbl0.pak	0x00DD90A9	Goku Wig	
tbl0.pak	0x00DD9225	Vegeta Wig	
tbl0.pak	0x00DD93A3	SJ4 Vegito Wig	
tbl0.pak	0x00DD969B	SJ4 Gogeta Wig	
tbl0.pak	0x00DD9817	SJ4 Xeno Goku Wig	
tbl0.pak	0x00DD9991	Xeno Pan Wig	
tbl0.pak	0x00DD9B0D	Mai's Hat	
tbl0.pak	0x00DD9C8D	JB Vegito Wig	
tbl0.pak	0x00DD9E07	SJ Rose Wig	
tbl0.pak	0x00DD9F83	SJ4 Gohan Wig	
tbl0.pak	0x00DDA0FD	UI Goku Wig	
tbl0.pak	0x00DDA279	Majin Mark	
tbl0.pak	0x00DDA3F5	Time Breaker King Vegeta Mask	
tbl0.pak	0x00DDA571	Time Breaker Bardock Mask	
